County,TransactionPerPerson,OpioidPerPerson
01001,0.32327158173584636,0.002228785193935814
01003,17.257182508040888,1.2805002822150748
01005,0.7066855707688569,0.00792311431580653
01007,0.2674877199249799,0.0
01009,0.8990212015356415,0.00014906789333517793
01011,8.906370656370656,0.08225720225720226
01015,17.3624571981867,0.8205577219312531
01017,0.14455223431767605,0.001504179948276899
01019,19.422034661780426,0.1543605894029623
01021,2.755686729089763,0.013120779688484739
01023,0.6404623083644452,0.007815553260783224
01025,1.1217128100922868,0.016056218779104223
01027,5.492181337363053,0.11168870419342652
01029,0.05964654594232059,0.0
01031,0.48513163425165257,0.016408811279660693
01033,8.856728697887439,0.07729240962328705
01035,48.634135244882735,0.23248611916797876
01037,14.738715183344276,0.0837466003938854
01039,0.2507314637372129,0.007164026019595671
01041,4.423218849840255,0.06396747022945107
01043,4.227878664883965,0.06502841180403018
01045,0.6238198568290898,0.009077727161799398
01047,2.183605495214539,0.01498763307882568
01049,1.9232884930012726,0.025279040174513726
01051,5.217303993399746,0.05276631900405128
01053,2.966565937815631,0.02067534736439822
01055,19.939022079242772,0.09195153909336254
01057,1.294021592442645,0.004446693657219973
01059,3.4139248134685287,0.0834136853516995
01061,72.20924289140116,0.21737391039549314
01063,0.3700073973616077,0.0018444088275181853
01065,0.08097262985461742,0.0
01067,0.7998256320836966,0.02603487358326068
01069,3.553648589939744,0.019245197483991613
01071,1.7072095455778096,0.015093363808933485
01073,106.78814731244677,0.682544607811131
01075,0.3887316189786309,0.0
01077,12.283995190285673,0.08102729458961058
01079,5.632372737212975,0.07265034625197425
01081,16.63240285155158,0.022021550728689332
01083,2.134084921397159,0.007775463782035081
01085,0.14373740489409828,0.0
01087,1.52909619216294,0.01356043834403365
01089,29.322953535581064,0.2022216412046907
01091,2.947147325451943,0.004073053066850448
01093,8.491212090612272,0.05323235383217207
01095,2.1826738586810506,0.013126976253952507
01097,39.25761511096053,0.6965344255947339
01099,2.2090102734770656,0.032115468094342355
01101,32.41928410586085,0.08443877325750819
01103,22.38564200904085,0.13101087074591197
01107,2.7125790265930756,0.007014049172102358
01111,1.6852719831000793,0.0061376639380336245
01113,0.7194375528372526,0.00941270854540122
01115,3.2083096121190455,0.17873044954866388
01117,11.541202285693286,0.3985188927984125
01119,0.5546905930634908,0.0020101392130039432
01121,0.2599569881717472,0.0017117207231988798
01123,0.554188074417222,0.001301558203483043
01125,17.771371450407205,0.07135243963602493
01127,9.75563640370901,0.10668912643062924
01129,0.17853056474335416,0.005302584834007105
01131,0.10490600597705582,0.0
01133,0.24263024249862455,0.0015688349062592576
04001,3.902437992961175,0.0031194791826060345
04003,1.363199679166468,0.010401359571798415
04005,25.36105146505339,0.014790696701887424
04007,2.018919249139176,0.025764374838016958
04009,1.4594793624636302,0.007778664675438371
04011,0.12039797852179406,0.0
04012,2.5011550123176045,0.014042069357589539
