County,TransactionPerPerson,OpioidPerPerson
01001,3.2116928887218315,0.07574164563532548
01003,17.43152225915407,1.2822082657659675
01005,0.740473547759864,0.00792311431580653
01007,2.9890582298830046,0.006699562382781102
01009,8.488638501712034,0.08158976930792378
01011,53.94845955845956,0.2613345213345213
01013,2.538679041546689,0.02218428630193336
01015,17.3911886800757,0.8205577219312531
01017,69.47448246827449,0.05950141336380586
01019,87.0720602382043,0.24112574438845624
01021,2.755686729089763,0.013120779688484739
01023,0.6404623083644452,0.007815553260783224
01025,1.6786550673101348,0.018288883244433153
01027,5.656266717038156,0.11455610124669438
01029,43.09285378940308,0.3201167002012072
01031,12.00372817240457,0.07798593863436629
01033,9.715565431473001,0.0956353071088503
01035,56.320587552830034,0.3412579762989973
01037,30.02304698490106,0.09247116196192441
01039,2.6085743204944807,0.04173499959513077
01041,5.137214638396747,0.12118573918094686
01043,29.531521225288895,0.18080484194441793
01045,19.8740852517693,0.10569775481981615
01047,2.1928586407140553,0.01498763307882568
01049,3.9120316585795587,0.04903430145567939
01051,5.542471400953096,0.05489514708960829
01053,3.5204878115360465,0.02279174514781754
01055,24.441629150858528,0.1025726522470372
01057,3.6693375046006627,0.029754631333578703
01059,4.514122823799503,0.12085230533766979
01061,72.62794983061171,0.24736934262114119
01063,0.3700073973616077,0.0018444088275181853
01065,0.46793529451914545,0.0
01067,22.734074396977622,0.14447253705318222
01069,21.255642885476284,0.07043916813056043
01071,1.8791157556270095,0.01821853329717584
01073,108.38874211363054,0.6995279186969402
01075,16.448730894603404,0.014135458167330677
01077,12.41865069180084,0.08176967291785742
01079,5.68528550601385,0.07299963552423765
01081,16.9047074910965,0.025337239124357307
01083,2.1601241469948946,0.007775463782035081
01085,8.494692576598808,0.05731852765782439
01087,27.082452955501438,0.11431038299756477
01089,29.358742883652578,0.2038892062138484
01091,3.278511371467953,0.009289084451041723
01093,10.562754047595005,0.10718031572924029
01095,5.952192531051729,0.05477390621447909
01097,39.25761511096053,0.6965344255947339
01099,4.142630106593353,0.05120966575025322
01101,32.53553950354547,0.08454487253075245
01103,23.635842879703205,0.13699579709055057
01105,9.817189286114536,0.062476745489185255
01107,3.894476668339187,0.011262920220772705
01109,3.3958204988826477,0.04734734553361116
01111,1.9217216794296277,0.012506381480503478
01113,1.058683597591484,0.012787218992080882
01115,9.881629278755922,0.2575893734918223
01117,62.064167302091846,0.5391430487547197
01119,0.5546905930634908,0.0020101392130039432
01121,4.395414488984471,0.024286928905449
01123,5.128293407981768,0.007245274605494588
01125,17.884003534665997,0.07169869360655345
01127,9.870843185718108,0.107272712961068
01129,0.42703969128996694,0.005302584834007105
01131,1.386998939554613,0.005084353610334522
01133,2.8386736637183123,0.06988488721486309
02013,0.004045549895115373,0.0
02016,0.12935392261270856,0.0
02020,16.389318194444442,0.5459114930555556
02050,0.8471581638202981,0.0083596214511041
02060,1.4397966507177034,0.0
02070,1.9320606183889342,0.0
02090,4.043082324030191,0.008233848568389969
02100,1.5533596837944663,0.0
02122,4.923938645499762,0.0030653403284049874
02130,1.1522171066829725,0.004219840299259046
02150,1.2861024773042005,0.0
02170,4.7748604558841174,0.006631461358789479
02180,0.09527389044382246,0.0
02185,15.766310008136696,0.0
02188,0.08768665529458076,0.008271880330665267
02195,0.7154776484996939,0.0
02198,0.08970981783008222,0.0
02240,0.5910300304656898,0.0
02261,1.731323625298848,0.1313714409910889
04001,4.093828369524392,0.0033263316037670234
04003,1.4435881736312957,0.013934737377106463
04005,25.517469123755887,0.014790696701887424
04007,2.018919249139176,0.025764374838016958
04009,1.6519414475886396,0.018361356438447874
04011,0.12039797852179406,0.0
04012,2.5011550123176045,0.014042069357589539
04013,80.90263424290377,0.35227638296041347
04015,22.45850504993378,0.0247690886554404
04017,3.090514766867405,0.0038321733799718725
04019,33.973657516287446,0.32732516359060004
04021,3.580137946234677,0.009942327929142654
04023,6.9239281259409005,0.0118200782829369
04025,22.23490818761458,0.0239417862262281
04027,6.345884876068236,0.018074953107532262
05001,0.012182669914944776,4.9661939609066725e-05
05003,0.728944905122857,0.0
05005,6.248401697987218,0.04534245921968902
05007,20.779851222142216,0.07351890263343615
05009,3.4749203889720026,0.012676319726437273
05011,2.4511632444485736,0.036191582272600574
05013,4.178676045480825,0.0031470418192329924
05015,4.963097251585624,0.02197427766032417
05017,1.9400800553469064,0.03038149831982605
05019,1.5484466845878138,0.022338709677419355
05021,0.6085038828946464,0.0
05023,21.490069023636583,0.054325614992575946
05025,101.01987682252388,0.14688662644544997
05027,2.8372967557658697,0.007300166261670291
05029,4.344773577664779,0.00914995682624964
05031,31.417933328499437,0.08815774208751768
05033,1.380045370472833,0.02146624089033625
05035,1.829922844333229,0.0006743822333437599
05037,2.330206468116207,0.009325781107253791
05039,5.203469824511343,0.052787844200313884
05041,1.2958463163453922,0.0014505765337558315
05043,4.323372303639059,0.08017728744717054
05045,15.318844270556399,0.149927861150571
05047,0.51630877787186,0.0037753316398532314
05049,6.8564911437044165,0.0019467820790254066
05051,14.355055641639668,0.09674420944599843
05053,67.89232192718313,0.14614070626882017
05055,72.91920132377275,0.16793712079426365
05057,0.7183754412037897,0.003422348133011332
05059,42.81422107725564,0.29877261555772705
05061,0.24209059233449476,0.0035933949401605815
05063,10.518384137475215,0.09402590879048249
05065,28.645011372807982,0.26509281678773206
05067,1.1475704288534003,0.0
05069,13.241994792290196,0.01643421525200527
05071,2.5995153886673186,0.05312626984724208
05073,0.3789039855072464,0.03192481884057971
05075,1.1378538339631843,0.0
05077,2.5940431297278987,0.0012250197583831997
05079,66.46643734643735,0.17324401105651105
05081,0.47859287054409005,0.006946733012480626
05083,0.6877028789713966,0.003333178049007733
05085,2.843947537137323,0.025193086796982636
05087,221.845041023166,7.1527298503861
05089,23.464787947765664,0.14231460404935906
05091,0.725323069098643,0.00432138151050697
05093,0.9555614868022927,0.01775479078005461
05095,0.22697955529025518,0.0
05097,0.6006799465835745,0.014086356554640552
05099,0.2999781871061561,0.010262966553562772
05101,16.56120082548691,0.061202115310202504
05103,1.732280386622188,0.042473697716191944
05105,0.15004208512673362,0.0
05107,0.5655781126982342,0.008418063209987628
05109,0.5925657771972382,0.016425639111774585
05111,0.9246506290377423,0.030665164909894595
05113,0.3599118413143658,0.0
05115,3.6248450181046326,0.032221251092520914
05117,6.279170181096502,0.02020218308112131
05119,77.47070811995582,0.16287149378302726
05121,3.3456208931952336,0.0025153135092994766
05123,2.4345670961030645,0.006560374489877571
05125,4.601046579056984,0.017354149480957554
05127,1.0709532146678338,0.0020426028596440037
05129,0.9209224717675422,0.0030617941885547517
05131,23.59872194450312,0.06956965273377298
05133,0.6150990768507085,0.0
05135,5.024667469326912,0.0035265451209723652
05137,2.2958715816408124,0.012531584839277146
05139,5.3042438343415546,0.03288635541078538
05141,0.624334239951647,0.002354185554548202
05143,28.596028922976583,0.4953642129379941
05145,6.046818025979962,0.01323657511459881
05147,9.839295886075949,0.024227848101265822
05149,0.3117370320041235,0.0
06001,25.13125270368671,0.15019676556800007
06003,5.412931798051373,0.1158547387068202
06005,4.860764741396659,0.016807204668947473
06007,140.8011376639019,0.07210903068626646
06009,1.8758525215118178,0.09484326326108267
06011,2.7251816958277253,0.025567364366269087
06013,33.73995654194184,0.04158422090182623
06015,1.7555393355386164,0.024998202214871278
06017,6.077848871880235,0.014839117831603946
06019,24.452132967537818,0.0851201430085647
06021,1.2243503680484629,0.011622935230514563
